id,source,geneA,geneB,geneC
NL_0590,NL,0.7257865235911504,10.516220890694473,88.80331855478062
NL_0395,NL,1.827189776135406,-1.3648234812047177,100.7205565308311
NL_0183,NL,2.7014371207180403,14.62345594691949,89.89474903887674
NL_0308,NL,1.7296799892313115,10.100415997504975,99.30533818256116
NL_0826,NL,0.47072040435532164,-3.894968926112327,103.65073183315455
NL_0020,NL,2.215741129271944,10.652728709041499,95.82409674383659
NL_0490,NL,0.08061389138205781,-8.941469822666757,81.29128797422686
NL_0312,NL,0.5856765370946173,5.46260452140822,106.06782527172258
NL_0070,NL,0.1385134771517519,-16.112281699640164,98.6788505836467
NL_0951,NL,0.46947493228522397,2.889273312138611,107.28827173468423
NL_0920,NL,0.5735475620969147,-2.982877350442883,87.39694355757038
NL_0408,NL,3.2294545352442623,15.686923680469533,107.07000500883102
NL_0231,NL,1.7548851093482225,-2.2503294123711983,93.1074271396533
NL_1058,NL,0.5119522802818536,1.1241755843394468,91.8430595062463
NL_0620,NL,0.3306556036777519,-14.9203233666152,99.12888522888574
NL_1268,NL,0.5726713266641572,-1.0457671449098893,84.01457142444022
NL_0452,NL,1.1381878504061995,-12.79814635643441,94.24178995836422
NL_1299,NL,0.8362436128863334,-3.7485961894788487,106.86656057349603
NL_0131,NL,2.562520182285598,9.611602253926598,101.17611488612754
NL_0664,NL,0.7035086208430578,-7.450081501223423,91.37761235393631
NL_0411,NL,1.2428537509844066,4.178675435068261,105.45672461246468
NL_1076,NL,4.080914932779496,9.462852910641974,100.33105971384413
NL_0727,NL,0.5393531438997935,-12.126647800711897,79.27860869128865
NL_0330,NL,0.8707710820652025,-22.5789941568559,86.84659662111838
NL_0748,NL,0.5222600837146744,5.43774178989673,93.22694057021707
NL_0022,NL,6.523758903816713,8.185562163665036,83.48668607785238
NL_1200,NL,0.48756614180480967,-1.2314705487415656,92.00011271010865
NL_0817,NL,0.8065688912309712,-7.666723645707955,101.83458482142785
NL_0376,NL,1.2744200333416094,5.960918924085222,109.92884865795104
NL_0469,NL,2.0773536200069844,17.103593833167402,97.73543925808885
NL_0975,NL,0.6626082347834209,-10.45531572159305,105.50412973731757
NL_1049,NL,5.158252802464774,-3.682550376174353,99.02396343507841
NL_0364,NL,1.6160675180433648,2.4966180430974982,106.61514415304683
NL_0431,NL,0.39075646630055416,-3.1247783517357908,90.62928671063743
NL_1296,NL,0.4042845583064367,-2.8648134803598624,103.1043208878045
NL_0584,NL,0.1381188419485358,-19.83948166908982,100.74546761317171
NL_0174,NL,2.6028746292256653,18.953306132335655,112.73499276107323
NL_0750,NL,0.38706047356676415,-1.7624547472043117,80.7938373273776
NL_0323,NL,13.88971458053403,26.705360993140754,100.92472752000191
NL_0587,NL,0.3806939458652307,0.11636315304678624,77.99350874170094
NL_0723,NL,0.8176351577546263,-16.5768374511622,110.1381904146685
NL_0731,NL,1.508901882693007,-3.3986695105648543,91.20331087569383
NL_0339,NL,0.41342102151394167,2.5088920912043235,107.34050253669085
NL_0616,NL,2.0202288403109447,9.041460386453204,107.17662205075618
NL_1195,NL,3.2248907464477075,-3.9724245467651476,96.66812485345244
NL_0299,NL,0.4634636530637858,-8.111926343717226,95.51873092011748
NL_0813,NL,0.37194354330275536,1.6098395048194847,84.3365142975207
NL_1011,NL,1.207162016683763,-6.31462496606884,101.52272049449871
NL_0481,NL,1.2501815303544646,7.690193757757809,94.05315783759686
NL_0613,NL,0.4222175164818312,-26.016202587879157,98.33213113893162
NL_0689,NL,3.2131537689843963,3.34373138174295,82.77521641174862
NL_1092,NL,0.7737404700268361,7.575212489654655,104.9012345476703
NL_0651,NL,2.5357787057660364,-0.6521403934229542,110.01716358465329
NL_0541,NL,0.41511214663302975,-4.465443695944572,91.26284043405721
NL_0730,NL,2.3689841209375118,26.395465647108736,107.38715270159233
NL_0779,NL,1.8391021176821605,2.5863007283790744,93.12056641913863
NL_0908,NL,1.9551599525349557,-4.318460957342736,100.20319786619218
NL_0399,NL,1.6199649258998001,-2.1841676499855973,107.15232875585676
NL_0129,NL,6.333431924807869,14.212962869524109,87.82917024984401
NL_1282,NL,0.6428653529332691,0.8986610545589124,103.9688165371745
NL_1194,NL,1.1414771393656264,2.9396573691782257,108.74007634743477
NL_0483,NL,0.4472822476781448,-18.142289779595377,117.79314983027035
NL_1061,NL,4.094412051130411,25.188018726017425,103.92284303908095
NL_0177,NL,0.6196901791044757,-4.773653891082058,126.1992201560241
NL_1140,NL,0.5379060066139184,-20.98793273907173,103.82328763079767
NL_0917,NL,0.179376493106208,-18.674922714737793,81.8922862086595
NL_0816,NL,1.7846504993749843,15.811059077205512,110.668425800478
NL_0123,NL,1.409807747851281,8.045481149435895,102.69049653412523
NL_1173,NL,1.6455432436432043,5.478238164958458,119.20834045781938
NL_0502,NL,0.755195653029552,3.4458156691422825,98.76954013874885
NL_0796,NL,2.1695951510701756,2.375291979929603,108.18924254345288
NL_0532,NL,23.25211892814344,33.993845959839945,98.60156808333517
NL_0185,NL,0.9952253847807673,4.276362876052659,103.94256158844912
NL_0704,NL,2.531886347298411,-1.3212093803215519,103.10188209665739
NL_0222,NL,1.1724043680998688,1.337401195313338,91.90312860706969
NL_1028,NL,0.9795556490406649,-0.6022513692783469,104.65523476082761
NL_0608,NL,0.15853124307798103,-20.1474291981655,86.99656826898774
NL_0573,NL,0.5022346071670083,-0.22320772196295913,96.52706922381473
NL_0579,NL,1.135278866042886,-5.465015753723389,107.95577514845998
NL_0943,NL,1.2497684487621463,-11.721684501956824,106.03503694577681
NL_1227,NL,1.3937289792720038,19.84585392163936,90.50424181109229
NL_0412,NL,0.5225142819207326,1.7820288187468214,107.66492015047447
NL_0745,NL,0.7396431977821368,-12.549038534946735,104.28334279057611
NL_1297,NL,0.6768296112531409,-8.086499554721444,96.0988842218409
NL_0669,NL,0.2746998241568515,-32.27077321791639,108.02987150574842
NL_0228,NL,1.6621502782457205,9.1832069813864,89.09420946416839
NL_0169,NL,0.7204708097966742,-7.913281331673208,107.73011733547482
NL_0629,NL,12.56999190016155,12.11985228249976,100.57568441878067
NL_0018,NL,0.169018537356133,-14.060219763788702,91.18480258795479
NL_0549,NL,1.107936391223095,-2.636701658521594,111.75657819432521
NL_0639,NL,0.6019587112912638,11.660387282609324,98.61485625124725
NL_1183,NL,2.3104377344145965,-8.493584636661906,101.93318807620363
NL_0381,NL,1.7560587336882625,25.176509003640195,101.66873275000543
NL_0568,NL,1.761804052487451,-2.57600076299957,114.71293513255247
NL_0733,NL,2.0695168867012548,15.481037505025297,96.96319965166583
NL_0610,NL,0.7738267316085552,15.125206650209117,103.19126704791913
NL_0298,NL,0.6105485256932657,-14.787469078701124,83.17305324667637
NL_0898,NL,0.3794505664090812,-15.98131609757873,105.27687431723112
NL_1262,NL,3.2701261234756887,10.667913967318324,79.47876375489616
NL_0368,NL,10.588298303366727,15.492802465455288,92.89884843585608
NL_0655,NL,0.1781201638770171,-26.087262335635764,103.9033159535281
NL_0318,NL,4.84924686128507,9.065672066294008,102.03541594623768
NL_1082,NL,0.25629181478204216,-14.578005389341904,86.63156321244662
NL_0379,NL,0.1520796101309781,-16.2003067714233,96.88585201483684
NL_1236,NL,2.08645329907604,-2.8038604801634164,90.01747173550858
NL_1146,NL,0.8239227004769087,-3.0002333472432023,102.18368765697329
NL_0449,NL,3.508614027867558,2.764513252024266,109.39614310987237
NL_0869,NL,0.6661777503706414,0.6831656096604011,98.07189623878473
NL_0337,NL,0.28384938920666486,-20.788877789713112,105.18081417441618
NL_0113,NL,6.04572452685692,26.908700116163583,116.78525488556662
NL_0451,NL,0.2813989604453117,-9.013124092405654,88.08196217109497
NL_0789,NL,0.44713762803088253,-4.4029669711003985,95.04071919367237
NL_1243,NL,0.545483690535808,-24.751791501736484,84.7944551684093
NL_1148,NL,1.3891595337793916,6.493321933599678,111.37266453842318
NL_1192,NL,1.0892807204244679,12.39520657003788,99.57676729910723
NL_0588,NL,1.5872464603220158,1.4942360565669048,88.33700591899121
NL_0488,NL,2.5790168143245524,0.8307141522642538,100.87031683016998
NL_1207,NL,0.7330354961560321,12.099103913835691,94.24156646642531
NL_0697,NL,2.8036676788840333,7.094942149163944,106.43012481139564
NL_0981,NL,1.0238672571863607,5.289878869648348,97.99574737709868
NL_0100,NL,1.0156960116640723,8.843386512475707,106.30979116717926
NL_0132,NL,0.44152773822647173,-5.237304944520471,109.18378957325942
NL_1160,NL,2.417163313944971,-7.368984253511237,95.06251850114279
NL_0457,NL,10.592296567716353,18.064933887304473,92.56933218990675
NL_0468,NL,1.3741569137466736,10.616088107026673,92.00895091779203
NL_0145,NL,0.8289657148923875,-2.917954399959062,117.85724515578613
NL_0985,NL,2.429913174798777,-1.85511058425329,116.13346219223456
NL_0539,NL,1.0472879540230657,3.018544381027147,107.8696355042953
NL_0034,NL,1.0008690904819582,-7.985673902623274,93.11819802144599
NL_0566,NL,0.570384715580971,-12.265137021435269,89.50792605666813
NL_0049,NL,3.058977722019542,10.102877755895868,101.11934946991653
NL_0328,NL,6.819286696301764,29.38687726540767,90.615176502016
NL_0611,NL,0.13473224633296232,-6.66296892890093,90.70095966015717
NL_0581,NL,2.165508156362342,15.681462175687502,108.65328773716905
NL_1161,NL,0.19415385562099813,-5.243355225310074,84.95124381134895
